ts,ms,pump,manual_override,alert,reason,context,rec_ms,tTop,tMid,tBot,dT_tb,pressure_hPa,lux,irObj,irAmb,airT,airRH,tds_mV,tds_sat,micRMS,DOproxy,ml_on,ml_pred,ml_conf,ml_used
1758400886.147268,39420,False,False,True,tds_spike,night,0,25.12,25.19,25.12,0.0,996.8,61.3,26.35,26.29,25.9,64,432,False,7.97,8.09,False,n/a,0.0,False
1758400887.6157172,40892,False,False,True,tds_spike,night,0,25.12,25.19,25.12,0.0,996.8,61.3,26.31,26.29,25.9,65,423,False,9.34,8.09,False,n/a,0.0,False
1758400889.958295,41756,False,False,True,tds_spike,night,0,25.19,25.19,25.12,0.06,996.8,61.3,26.29,26.29,25.9,65,416,False,0.0,8.09,False,n/a,0.0,False
1758400890.180745,43452,False,False,True,tds_spike,night,0,25.19,25.19,25.12,0.06,996.8,61.3,26.29,26.27,25.9,65,421,False,14.29,8.09,False,n/a,0.0,False
1758400891.17103,44444,False,False,True,tds_spike,night,0,25.19,25.19,25.12,0.06,996.8,61.3,26.29,26.27,25.9,65,420,False,9.04,8.09,False,n/a,0.0,False
1758400893.460455,45452,False,False,True,tds_spike,night,0,25.19,25.19,25.12,0.06,996.8,61.3,26.29,26.27,25.9,65,425,False,10.7,8.09,False,n/a,0.0,False
1758400893.6633658,46940,False,False,True,tds_spike,night,0,25.19,25.19,25.12,0.06,996.8,61.2,26.27,26.29,25.9,65,410,False,0.0,8.09,False,n/a,0.0,False
1758400894.675582,47948,False,False,True,tds_spike,night,0,25.12,25.19,25.12,0.0,996.8,61.3,26.31,26.33,25.9,65,426,False,5.09,8.09,False,n/a,0.0,False
1758400895.669097,48940,False,False,True,tds_spike,night,0,25.19,25.19,25.12,0.06,996.9,61.3,26.27,26.29,25.9,65,430,False,6.37,8.09,False,n/a,0.0,False
1758400896.68312,49948,False,False,True,tds_spike,night,0,25.19,25.19,25.12,0.06,996.8,61.3,26.27,26.29,25.9,65,420,False,0.0,8.09,False,n/a,0.0,False
1758400898.156499,51292,False,False,True,tds_spike,night,0,25.12,25.19,25.12,0.0,996.8,61.3,26.29,26.27,25.9,65,421,False,31.16,8.09,False,n/a,0.0,False
1758400898.857774,51948,False,False,True,tds_spike,night,0,25.12,25.19,25.12,0.0,996.8,61.3,26.29,26.29,25.9,65,417,False,0.0,8.09,False,n/a,0.0,False
1758400901.548801,53436,False,False,True,tds_spike,night,0,25.12,25.19,25.12,0.0,996.7,61.3,26.23,26.33,25.9,65,420,False,9.2,8.09,False,n/a,0.0,False
1758400902.436737,55692,False,False,True,tds_spike,night,0,25.19,25.19,25.12,0.06,996.8,61.3,26.27,26.27,26.0,65,417,False,6.53,8.09,False,n/a,0.0,False
1758400904.9576802,56812,False,False,True,tds_spike,night,0,25.19,25.19,25.12,0.06,996.8,61.3,26.21,26.33,25.9,64,420,False,0.0,8.09,False,n/a,0.0,False
1758400905.812899,59084,False,False,True,tds_spike,night,0,25.12,25.19,25.12,0.0,996.8,61.3,26.29,26.29,25.9,64,430,False,9.91,8.09,False,n/a,0.0,False
1758400906.353591,59628,False,False,True,tds_spike,night,0,25.12,25.19,25.12,0.0,996.8,61.3,26.23,26.29,25.9,64,431,False,10.52,8.09,False,n/a,0.0,False
1758400907.346385,60620,False,False,True,tds_spike,night,0,25.12,25.19,25.12,0.0,996.7,61.3,26.29,26.33,25.9,64,434,False,5.11,8.09,False,n/a,0.0,False
1758400908.355128,61628,False,False,True,tds_spike,night,0,25.12,25.19,25.12,0.0,996.8,61.2,26.27,26.27,25.9,64,420,False,18.51,8.09,False,n/a,0.0,False
1758400909.3682072,62636,False,False,True,tds_spike,night,0,25.19,25.19,25.12,0.06,996.7,61.4,26.21,26.29,25.9,64,424,False,7.98,8.09,False,n/a,0.0,False
1758400910.35745,63628,False,False,True,tds_spike,night,0,25.19,25.19,25.12,0.06,996.7,61.3,26.27,26.27,25.9,64,420,False,8.98,8.09,False,n/a,0.0,False
1758400911.701507,64620,False,False,True,tds_spike,night,0,25.12,25.19,25.12,0.0,996.7,61.4,26.27,26.33,25.9,64,423,False,6.35,8.09,False,n/a,0.0,False
1758400912.354677,65628,False,False,True,tds_spike,night,0,25.12,25.19,25.12,0.0,996.8,61.4,26.27,26.27,25.9,64,447,False,0.0,8.09,False,n/a,0.0,False
1758400913.346252,66620,False,False,True,tds_spike,night,0,25.19,25.19,25.12,0.06,996.7,61.3,26.29,26.27,26.0,64,424,False,8.03,8.09,False,n/a,0.0,False
1758400914.355029,67628,False,False,True,tds_spike,night,0,25.19,25.19,25.12,0.06,996.7,61.3,26.23,26.25,25.9,64,420,False,12.53,8.09,False,n/a,0.0,False
1758400916.462611,68620,False,False,True,tds_spike,night,0,25.19,25.19,25.12,0.06,996.8,61.4,26.27,26.27,26.0,64,417,False,5.68,8.09,False,n/a,0.0,False
1758400916.67188,69948,False,False,True,tds_spike,night,0,25.19,25.19,25.12,0.06,996.7,61.4,26.27,26.27,25.9,64,424,False,0.0,8.09,False,n/a,0.0,False
1758400917.681113,70956,False,False,True,tds_spike,night,0,25.19,25.19,25.12,0.06,996.8,61.3,26.27,26.29,25.9,64,423,False,11.82,8.09,False,n/a,0.0,False
1758400918.675945,71948,False,False,True,tds_spike,night,0,25.19,25.19,25.12,0.06,996.9,61.3,26.29,26.29,25.9,64,434,False,0.0,8.09,False,n/a,0.0,False
1758400919.682163,72956,False,False,True,tds_spike,night,0,25.19,25.19,25.12,0.06,996.7,61.3,26.29,26.29,25.9,64,425,False,0.0,8.09,False,n/a,0.0,False
1758400920.671669,73948,False,False,True,tds_spike,night,0,25.19,25.25,25.12,0.06,996.8,61.3,26.29,26.33,25.9,64,425,False,0.0,8.08,False,n/a,0.0,False
1758400921.683871,74956,False,False,True,tds_spike,night,0,25.19,25.19,25.12,0.06,996.7,61.2,26.29,26.27,25.9,64,431,False,19.01,8.09,False,n/a,0.0,False
1758400923.9628391,75964,False,False,True,tds_spike,night,0,25.19,25.19,25.19,0.0,996.8,61.4,26.31,26.29,25.9,64,431,False,29.08,8.09,False,n/a,0.0,False
1758400924.177786,77452,False,False,True,tds_spike,night,0,25.19,25.25,25.12,0.06,996.7,61.3,26.31,26.27,25.9,64,434,False,21.79,8.08,False,n/a,0.0,False
1758400926.463615,78460,False,False,True,tds_spike,night,0,25.19,25.19,25.19,0.0,996.8,61.2,26.35,26.27,25.9,64,421,False,7.34,8.09,False,n/a,0.0,False
1758400926.677643,79948,False,False,True,tds_spike,night,0,25.19,25.19,25.12,0.06,996.8,61.2,26.31,26.33,25.9,64,420,False,8.78,8.09,False,n/a,0.0,False
1758400927.6665568,80940,False,False,True,tds_spike,night,0,25.12,25.19,25.12,0.0,996.7,61.2,26.35,26.33,25.9,64,425,False,8.41,8.09,False,n/a,0.0,False
1758400928.682928,81948,False,False,True,tds_spike,night,0,25.19,25.19,25.12,0.06,996.8,61.1,26.37,26.27,25.9,64,423,False,11.42,8.09,False,n/a,0.0,False
1758400929.684246,82956,False,False,True,tds_spike,night,0,25.19,25.19,25.19,0.0,996.7,61.2,26.35,26.29,25.9,64,424,False,0.0,8.09,False,n/a,0.0,False
1758400930.674792,83948,False,False,True,tds_spike,night,0,25.19,25.19,25.12,0.06,996.7,61.2,26.37,26.27,25.9,64,420,False,11.22,8.09,False,n/a,0.0,False
1758400931.681237,84956,False,False,True,tds_spike,night,0,25.19,25.19,25.12,0.06,996.7,61.2,26.37,26.27,25.9,64,430,False,7.65,8.09,False,n/a,0.0,False
1758400932.672481,85948,False,False,True,tds_spike,night,0,25.19,25.19,25.12,0.06,996.8,61.1,26.41,26.29,25.9,64,432,False,11.64,8.09,False,n/a,0.0,False
1758400935.464441,87500,False,False,True,tds_spike,night,0,25.19,25.19,25.12,0.06,996.7,61.2,26.37,26.29,26.0,63,425,False,0.0,8.09,False,n/a,0.0,False
1758400935.6947541,88956,False,False,True,tds_spike,night,0,25.19,25.19,25.12,0.06,996.7,61.2,26.41,26.25,25.9,63,425,False,7.89,8.09,False,n/a,0.0,False
1758400936.6751301,89948,False,False,True,tds_spike,night,0,25.19,25.19,25.12,0.06,996.7,61.2,26.41,26.29,25.9,63,420,False,0.0,8.09,False,n/a,0.0,False
1758400938.964923,90956,False,False,True,tds_spike,night,0,25.19,25.19,25.12,0.06,996.7,61.2,26.37,26.29,25.9,63,421,False,5.68,8.09,False,n/a,0.0,False
1758400939.1733959,92444,False,False,True,tds_spike,night,0,25.19,25.19,25.12,0.06,996.7,61.2,26.41,26.25,25.9,62,425,False,0.0,8.09,False,n/a,0.0,False
1758400940.1790988,93452,False,False,True,tds_spike,night,0,25.19,25.19,25.12,0.06,996.7,61.2,26.41,26.27,25.9,62,421,False,0.0,8.09,False,n/a,0.0,False
1758400941.2036202,94444,False,False,True,tds_spike,night,0,25.12,25.19,25.12,0.0,996.8,61.3,26.35,26.27,25.9,61,434,False,0.0,8.09,False,n/a,0.0,False
1758400942.1810482,95452,False,False,True,tds_spike,night,0,25.19,25.19,25.19,0.0,996.8,61.2,26.41,26.33,25.9,61,430,False,6.42,8.09,False,n/a,0.0,False
1758400943.186214,96460,False,False,True,tds_spike,night,0,25.19,25.19,25.12,0.06,996.8,61.2,26.47,26.33,25.9,61,418,False,6.72,8.09,False,n/a,0.0,False
1758400944.174504,97452,False,False,True,tds_spike,night,0,25.12,25.19,25.12,0.0,996.7,61.2,26.41,26.33,25.9,61,423,False,8.22,8.09,False,n/a,0.0,False
1758400945.171718,98444,False,False,True,tds_spike,night,0,25.19,25.19,25.19,0.0,996.6,61.2,26.43,26.27,25.9,61,423,False,6.45,8.09,True,calm,0.492,False
1758400946.1759171,99452,False,False,True,tds_spike,night,0,25.19,25.19,25.12,0.06,996.8,61.2,26.47,26.29,25.9,60,420,False,0.0,8.09,True,tds-spike,0.797,False
1758400947.170561,100444,False,False,True,tds_spike,night,0,25.19,25.19,25.19,0.0,996.8,61.3,26.49,26.27,25.9,60,426,False,5.89,8.09,True,calm,0.492,False
1758400948.176227,101452,False,False,True,tds_spike,night,0,25.12,25.25,25.19,-0.06,996.7,61.2,26.49,26.27,25.9,60,431,False,9.57,8.08,True,calm,0.492,False
1758400950.465791,102444,False,False,True,tds_spike,night,0,25.19,25.19,25.19,0.0,996.8,61.2,26.55,26.27,25.9,60,421,False,7.67,8.09,True,calm,0.848,True
1758400950.694411,103964,False,False,True,tds_spike,night,0,25.19,25.19,25.12,0.06,996.8,61.2,26.59,26.27,25.9,60,425,False,18.36,8.09,True,calm,0.965,True
1758400951.688946,104956,False,False,True,tds_spike,night,0,25.19,25.19,25.12,0.06,996.7,61.2,26.47,26.27,25.9,60,421,False,37.88,8.09,True,cold-shock,0.766,False
1758400952.6893172,105964,False,False,True,tds_spike,night,0,25.19,25.19,25.12,0.06,996.7,61.2,26.43,26.25,25.9,60,418,False,21.46,8.09,True,calm,0.957,True
1758400953.681348,106956,False,False,True,tds_spike,night,0,25.19,25.19,25.12,0.06,996.8,61.3,26.49,26.29,25.9,60,420,False,0.0,8.09,True,tds-spike,0.797,False
1758400954.6899462,107964,False,False,True,tds_spike,night,0,25.19,25.19,25.12,0.06,996.7,61.3,26.49,26.35,25.9,60,430,False,16.38,8.09,True,calm,0.492,False
1758400956.321526,109596,False,False,True,tds_spike,night,0,25.19,25.19,25.12,0.06,996.8,61.3,26.43,26.29,25.9,60,424,False,17.7,8.09,True,calm,0.957,True
1758400957.966155,110140,False,False,True,tds_spike,night,0,25.19,25.19,25.12,0.06,996.7,61.2,26.43,26.27,25.9,60,425,False,11.85,8.09,True,calm,0.848,True
1758400958.1781719,111452,False,False,True,tds_spike,night,0,25.19,25.19,25.12,0.06,996.7,61.3,26.41,26.29,25.9,60,421,False,0.0,8.09,True,tds-spike,0.797,False
1758400959.1873112,112460,False,False,True,tds_spike,night,0,25.19,25.19,25.12,0.06,996.7,61.3,26.41,26.27,25.9,60,435,False,32.91,8.09,True,calm,0.762,True
1758400961.464138,113452,False,False,True,tds_spike,night,0,25.19,25.19,25.12,0.06,996.7,61.3,26.43,26.27,25.9,60,425,False,5.98,8.09,True,calm,0.848,True
1758400961.678134,114956,False,False,True,tds_spike,night,0,25.19,25.19,25.12,0.06,996.7,61.3,26.55,26.33,25.9,60,421,False,6.69,8.09,True,calm,0.848,True
1758400962.67473,115948,False,False,True,tds_spike,night,0,25.19,25.19,25.12,0.06,996.8,61.2,26.53,26.33,25.9,60,434,False,0.0,8.09,True,tds-spike,0.883,False
1758400963.679221,116956,False,False,True,tds_spike,night,0,25.19,25.19,25.12,0.06,996.7,61.3,26.49,26.29,25.9,60,421,False,21.3,8.09,True,calm,0.715,True
1758400964.68903,117964,False,False,True,tds_spike,night,0,25.19,25.19,25.12,0.06,996.7,61.2,26.41,26.29,25.9,60,431,False,28.79,8.09,True,cold-shock,0.766,False
1758400965.6851652,118956,False,False,True,tds_spike,night,0,25.19,25.19,25.12,0.06,996.8,61.2,26.41,26.29,25.9,60,420,False,7.89,8.09,True,calm,0.965,True
1758400966.679543,119948,False,False,True,tds_spike,night,0,25.19,25.19,25.12,0.06,996.7,61.2,26.43,26.29,25.9,60,430,False,0.0,8.09,True,tds-spike,0.797,False
1758400967.686838,120956,False,False,True,tds_spike,night,0,25.19,25.19,25.12,0.06,996.8,61.2,26.43,26.29,25.9,60,430,False,11.8,8.09,True,calm,0.848,True
1758400968.675829,121948,False,False,True,tds_spike,night,0,25.19,25.19,25.12,0.06,996.7,61.2,26.31,26.27,25.9,60,491,False,9.83,8.09,True,tds-spike,0.914,False
1758400969.6828449,122956,False,False,True,tds_spike,night,0,25.19,25.19,25.12,0.06,996.7,61.3,26.35,26.29,25.9,60,425,False,9.59,8.09,True,calm,0.848,True
1758400970.674668,123948,False,False,True,tds_spike,night,0,25.19,25.19,25.12,0.06,996.7,61.1,26.29,26.27,25.9,60,421,False,8.85,8.09,True,calm,0.965,True
1758400972.968908,124956,False,False,True,tds_spike,night,0,25.19,25.19,25.12,0.06,996.7,61.2,26.29,26.33,25.9,60,430,False,0.0,8.09,True,tds-spike,0.797,False
1758400973.193197,126460,False,False,True,tds_spike,night,0,25.19,25.19,25.12,0.06,996.8,61.1,26.23,26.29,25.9,60,425,False,5.39,8.09,True,tds-spike,0.801,False
1758400974.196461,127468,False,False,True,tds_spike,night,0,25.19,25.19,25.12,0.06,996.7,61.1,26.27,26.27,25.9,60,430,False,12.21,8.09,True,calm,0.848,True
1758400975.184702,128460,False,False,True,tds_spike,night,0,25.19,25.19,25.12,0.06,996.7,61.1,26.23,26.33,25.9,60,419,False,9.15,8.09,True,calm,0.965,True
1758400976.179959,129452,False,False,True,tds_spike,night,0,25.19,25.19,25.12,0.06,996.8,61.0,26.29,26.29,25.9,60,421,False,0.0,8.09,True,tds-spike,0.801,False
1758400977.184844,130460,False,False,True,tds_spike,night,0,25.19,25.19,25.12,0.06,996.8,61.1,26.31,26.29,25.9,61,420,False,9.65,8.09,True,calm,0.965,True
1758400978.177494,131452,False,False,True,tds_spike,night,0,25.19,25.19,25.12,0.06,996.8,61.1,26.23,26.27,25.9,61,420,False,7.59,8.09,True,calm,0.965,True
1758400994.484229,2522,False,False,False,none,night,0,25.19,25.19,25.12,0.06,996.7,61.1,26.41,26.27,25.9,62,449,False,10.17,8.09,True,calm,0.465,False
1758400995.466912,3514,False,False,False,human_tap,night,0,25.12,25.19,25.12,0.0,996.7,61.1,26.37,26.33,25.9,62,431,False,23.72,8.09,True,human-tap,0.469,False
1758400996.478348,4522,False,False,False,human_tap,night,0,25.19,25.12,25.19,0.0,996.7,61.2,26.41,26.27,25.9,62,420,False,10.98,8.1,True,calm,0.465,False
1758400997.46795,5514,False,False,False,none,night,0,25.19,25.19,25.12,0.06,996.7,61.1,26.41,26.29,25.9,62,425,False,11.24,8.09,True,calm,0.465,False
1758400998.523798,6522,False,False,False,none,night,0,25.19,25.19,25.12,0.06,996.7,61.2,26.37,26.29,25.9,62,432,False,22.78,8.09,True,human-tap,0.469,False
1758400999.4641879,7514,False,False,False,none,night,0,25.19,25.19,25.12,0.06,996.7,61.1,26.43,26.33,25.9,62,421,False,24.19,8.09,True,human-tap,0.469,False
1758401000.470588,8522,False,False,False,disturbance,night,0,25.19,25.19,25.12,0.06,996.7,61.2,26.41,26.27,25.9,62,430,False,6.8,8.09,True,calm,0.465,False
1758401001.462734,9514,False,False,False,disturbance,night,0,25.19,25.19,25.12,0.06,996.7,61.1,26.41,26.29,25.9,62,421,False,6.91,8.09,True,calm,0.465,False
1758401002.456958,10506,False,False,False,disturbance,night,0,25.19,25.19,25.12,0.06,996.7,61.2,26.41,26.33,25.9,62,426,False,5.0,8.09,True,calm,0.797,True
1758401003.485748,11514,False,False,False,none,night,0,25.19,25.19,25.12,0.06,996.8,61.2,26.41,26.29,25.9,62,430,False,10.44,8.09,True,calm,0.465,False
1758401004.468616,12506,False,False,False,human_tap,night,0,25.19,25.19,25.19,0.0,996.8,61.1,26.35,26.29,25.9,62,431,False,8.1,8.09,True,calm,0.465,False
1758401006.957008,13514,False,False,False,human_tap,night,0,25.19,25.19,25.12,0.06,996.7,61.2,26.43,26.29,25.9,62,434,False,8.32,8.09,True,calm,0.465,False
1758401007.175102,15210,False,False,False,none,night,0,25.19,25.19,25.12,0.06,996.8,61.1,26.41,26.27,25.9,62,426,False,0.0,8.09,True,tds-spike,0.797,False
1758401008.166486,16218,False,False,False,none,night,0,25.12,25.25,25.12,0.0,996.8,61.2,26.37,26.27,25.9,62,430,False,5.8,8.08,True,tds-spike,0.941,False
1758401009.177036,17226,False,False,False,human_tap,night,0,25.19,25.19,25.12,0.06,996.7,61.1,26.35,26.29,25.9,62,425,False,7.69,8.09,True,tds-spike,0.965,False
1758401010.167051,18218,False,False,False,none,night,0,25.19,25.19,25.12,0.06,996.7,61.2,26.37,26.29,25.9,62,423,False,0.0,8.09,True,tds-spike,0.887,False
1758401011.258892,19226,False,False,False,none,day,0,25.19,25.19,25.12,0.06,996.7,3774.8,26.35,26.27,25.9,62,425,False,12.83,8.09,True,calm,0.871,True
1758401012.1705081,20218,False,False,False,none,day,0,25.19,25.19,25.12,0.06,996.7,61.1,26.31,26.29,25.9,62,424,False,0.0,8.09,True,tds-spike,0.887,False
1758401014.419018,21226,False,False,False,none,day,0,25.12,25.19,25.12,0.0,996.7,61.1,26.35,26.29,25.9,63,430,False,7.0,8.09,True,tds-spike,0.965,False
1758401014.6418319,22682,False,False,False,human_tap,day,0,25.19,25.19,25.19,0.0,996.7,61.1,26.29,26.33,25.9,63,431,False,8.98,8.09,True,tds-spike,0.965,False
1758401015.633631,23674,False,False,False,none,day,0,25.19,25.19,25.19,0.0,996.7,61.1,26.35,26.33,25.9,63,430,False,9.97,8.09,True,tds-spike,0.965,False
1758401018.373158,24682,False,False,False,none,day,0,25.19,25.19,25.12,0.06,996.6,61.3,26.29,26.29,25.9,63,426,False,5.82,8.09,True,tds-spike,0.965,False
1758401018.587039,26634,False,False,True,tds_spike,day,0,25.19,25.19,25.19,0.0,996.7,61.0,26.29,26.29,25.9,63,421,False,5.58,8.09,True,tds-spike,0.969,False
1758401019.659832,27642,False,False,True,tds_spike,day,0,25.19,25.19,25.12,0.06,996.7,61.1,26.29,26.29,25.9,63,434,False,5.04,8.09,True,tds-spike,0.797,False
1758401020.587646,28634,False,False,True,tds_spike,day,0,25.12,25.19,25.12,0.0,996.7,61.1,26.29,26.25,25.9,63,420,False,0.0,8.09,True,tds-spike,0.797,False
1758401021.602464,29642,False,False,True,tds_spike,day,0,25.19,25.19,25.12,0.06,996.7,61.1,26.35,26.27,25.9,63,428,False,6.8,8.09,True,tds-spike,0.965,False
1758401022.58587,30634,False,False,True,tds_spike,day,0,25.19,25.19,25.12,0.06,996.7,61.1,26.37,26.29,25.9,63,430,False,12.23,8.09,True,tds-spike,0.965,False
1758401023.591841,31642,False,False,True,tds_spike,day,0,25.19,25.19,25.12,0.06,996.7,61.1,26.31,26.33,25.9,63,430,False,5.21,8.09,True,tds-spike,0.887,False
1758401026.075408,32634,False,False,True,tds_spike,day,0,25.19,25.19,25.19,0.0,996.7,61.2,26.35,26.27,25.9,64,430,False,6.24,8.09,True,tds-spike,0.965,False
1758401027.575785,34346,False,False,True,tds_spike,day,0,25.12,25.19,25.12,0.0,996.7,61.1,26.35,26.29,25.9,64,425,False,5.96,8.09,True,tds-spike,0.969,False
1758401029.07886,35850,False,False,True,tds_spike,day,0,25.19,25.19,25.12,0.06,996.8,61.1,26.35,26.33,25.9,64,436,False,0.0,8.09,True,tds-spike,0.887,False
1758401029.2917361,37338,False,False,True,tds_spike,day,0,25.19,25.19,25.12,0.06,996.7,61.2,26.29,26.29,25.9,64,423,False,10.63,8.09,True,tds-spike,0.969,False
1758401030.296994,38346,False,False,True,tds_spike,day,0,25.19,25.19,25.12,0.06,996.7,61.1,26.31,26.29,25.9,64,430,False,6.03,8.09,True,tds-spike,0.969,False
1758401031.303935,39338,False,False,True,tds_spike,day,0,25.19,25.19,25.19,0.0,996.7,61.1,26.29,26.29,25.9,64,430,False,0.0,8.09,True,tds-spike,0.797,False
1758401032.298273,40346,False,False,True,tds_spike,day,0,25.19,25.19,25.12,0.06,996.7,61.1,26.31,26.29,25.9,64,430,False,0.0,8.09,True,tds-spike,0.797,False
1758401033.290035,41338,False,False,True,tds_spike,day,0,25.12,25.19,25.19,-0.06,996.7,61.1,26.31,26.27,25.9,63,434,False,0.0,8.09,True,tds-spike,0.797,False
1758401034.31333,42346,False,False,True,tds_spike,day,0,25.19,25.19,25.12,0.06,996.7,60.9,26.29,26.27,25.9,63,431,False,13.14,8.09,True,tds-spike,0.961,False
1758401035.2952619,43338,False,False,True,tds_spike,day,0,25.12,25.19,25.12,0.0,996.7,159.1,26.61,26.29,25.9,63,421,False,9.05,8.09,True,calm,0.996,True
1758401037.5445278,44346,False,False,True,tds_spike,day,0,25.19,25.19,25.19,0.0,996.7,159.2,26.49,26.27,25.9,62,425,False,7.15,8.09,True,calm,0.992,True
1758401037.7574909,45802,False,False,True,tds_spike,day,0,25.19,25.19,25.12,0.06,996.7,159.2,26.61,26.29,25.9,61,420,False,6.67,8.09,True,calm,0.996,True
1758401038.763098,46810,False,False,True,tds_spike,day,0,25.19,25.19,25.12,0.06,996.8,159.0,26.65,26.25,25.9,61,427,False,0.0,8.09,True,calm,0.973,False
1758401039.928107,47802,False,False,True,tds_spike,day,0,25.19,25.19,25.12,0.06,996.7,159.0,26.65,26.29,25.9,60,421,False,24.02,8.09,True,calm,0.996,True
1758401040.7649522,48810,False,False,True,tds_spike,day,0,25.19,25.19,25.12,0.06,996.7,159.1,26.59,26.27,25.9,60,425,False,7.99,8.09,True,calm,0.996,True
1758401041.7575731,49802,False,False,True,tds_spike,day,0,25.19,25.25,25.12,0.06,996.7,159.0,26.61,26.27,25.9,60,425,False,0.0,8.08,True,calm,0.996,False
1758401042.764308,50810,False,False,True,tds_spike,day,0,25.19,25.19,25.12,0.06,996.7,159.0,26.61,26.27,25.9,59,430,False,0.0,8.09,True,calm,0.996,False
1758401043.7805061,51818,False,False,True,tds_spike,day,0,25.19,25.19,25.12,0.06,996.7,158.9,26.59,26.29,25.9,59,423,False,0.0,8.09,True,calm,0.992,False
1758401044.760103,52810,False,False,True,tds_spike,day,0,25.19,25.19,25.12,0.06,996.7,159.0,26.59,26.33,25.9,59,430,False,9.77,8.09,True,calm,0.996,True
1758401045.753435,53802,False,False,True,tds_spike,day,0,25.19,25.19,25.12,0.06,996.8,159.0,26.65,26.29,25.9,58,432,False,0.0,8.09,True,calm,0.996,False
1758401046.764422,54810,False,False,True,tds_spike,day,0,25.19,25.19,25.12,0.06,996.7,159.0,26.65,26.27,25.9,58,425,False,0.0,8.09,True,calm,0.992,False
1758401049.2601469,55818,False,False,True,tds_spike,day,0,25.19,25.19,25.12,0.06,996.7,159.0,26.61,26.29,25.9,58,438,False,8.15,8.09,True,calm,0.996,True
1758401049.6318452,57530,False,False,True,tds_spike,day,0,25.19,25.19,25.19,0.0,996.7,158.9,26.67,26.29,25.9,58,431,False,0.0,8.09,True,calm,0.992,False
1758401050.4732149,58522,False,False,True,tds_spike,day,0,25.19,25.19,25.12,0.06,996.7,159.0,26.65,26.27,25.9,57,431,False,5.99,8.09,True,calm,0.996,True
1758401051.497087,59530,False,False,True,tds_spike,day,0,25.19,25.19,25.12,0.06,996.7,159.0,26.61,26.29,25.9,57,430,False,6.94,8.09,True,calm,0.996,True
1758401052.476394,60522,False,False,True,tds_spike,day,0,25.19,25.19,25.12,0.06,996.7,159.0,26.55,26.29,25.9,57,425,False,0.0,8.09,True,calm,0.992,False
1758401053.4878669,61530,False,False,True,tds_spike,day,0,25.19,25.19,25.19,0.0,996.7,158.9,26.59,26.27,25.9,57,425,False,5.69,8.09,True,calm,0.996,True
1758401054.4793332,62522,False,False,True,tds_spike,day,0,25.19,25.25,25.12,0.06,996.8,159.1,26.65,26.29,25.9,57,424,False,5.44,8.08,True,calm,0.992,True
1758401055.485749,63530,False,False,True,tds_spike,day,0,25.19,25.19,25.12,0.06,996.7,158.9,26.59,26.29,25.9,57,430,False,9.14,8.09,True,calm,0.996,True
1758401056.474113,64522,False,False,True,tds_spike,day,0,25.19,25.19,25.12,0.06,996.7,159.0,26.59,26.29,25.9,57,424,False,5.78,8.09,True,calm,0.996,True
1758401057.466642,65514,False,False,True,tds_spike,day,0,25.19,25.19,25.12,0.06,996.7,158.9,26.49,26.29,25.9,57,425,False,0.0,8.09,True,calm,0.992,False
1758401058.476928,66522,False,False,True,tds_spike,day,0,25.12,25.19,25.12,0.0,996.8,159.0,26.61,26.27,25.9,57,424,False,5.97,8.09,True,calm,0.996,True
1758401060.72118,67530,False,False,True,tds_spike,day,0,25.19,25.19,25.19,0.0,996.7,158.9,26.55,26.25,25.9,57,426,False,0.0,8.09,True,calm,0.984,False
1758401060.962445,68986,False,False,True,tds_spike,day,0,25.12,25.19,25.12,0.0,996.7,149.7,27.81,26.27,25.9,57,423,False,5.21,8.09,True,calm,0.996,True
1758401061.9327612,69978,False,False,True,tds_spike,day,0,25.19,25.19,25.12,0.06,996.7,147.9,27.75,26.27,25.9,57,431,False,0.0,8.09,True,calm,0.992,False
1758401062.936243,70986,False,False,True,tds_spike,day,0,25.19,25.19,25.12,0.06,996.7,158.9,26.59,26.25,25.9,57,425,False,0.0,8.09,True,calm,0.984,False
1758401063.928148,71978,False,False,True,tds_spike,day,0,25.19,25.19,25.12,0.06,996.7,159.0,26.61,26.27,25.9,57,437,False,11.63,8.09,True,calm,0.996,True
1758401064.945299,72986,False,False,True,tds_spike,day,0,25.19,25.19,25.12,0.06,996.7,158.9,26.67,26.27,25.9,57,420,False,21.95,8.09,True,calm,0.801,True
1758401065.929276,73978,False,False,True,tds_spike,day,0,25.19,25.19,25.19,0.0,996.8,158.9,26.67,26.27,25.9,57,433,False,0.0,8.09,True,calm,0.984,False
1758401066.94011,74986,False,False,True,tds_spike,day,0,25.19,25.19,25.12,0.06,996.7,158.8,26.67,26.27,25.9,57,437,False,0.0,8.09,True,calm,0.984,False
1758401067.929693,75978,False,False,True,tds_spike,day,0,25.19,25.19,25.12,0.06,996.7,159.0,26.61,26.27,25.9,57,437,False,0.0,8.09,True,calm,0.984,False
1758401068.934915,76986,False,False,True,tds_spike,day,0,25.19,25.19,25.12,0.06,996.7,158.7,26.61,26.33,25.9,56,433,False,10.05,8.09,True,calm,0.996,True
1758401069.9306118,77978,False,False,True,tds_spike,day,0,25.19,25.19,25.19,0.0,996.7,158.9,26.67,26.27,25.9,56,431,False,10.41,8.09,True,calm,0.883,True
1758401070.956589,78986,False,False,True,tds_spike,day,0,25.19,25.19,25.12,0.06,996.7,158.8,26.65,26.27,25.9,56,432,False,16.29,8.09,True,calm,0.883,True
